PathwayID,PathwayName,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,URL,Genes
hsa00860,Porphyrin metabolism,0.000934612,14,43,2.547752362,http://www.genome.jp/kegg-bin/show_pathway?hsa00860 , CP  CPOX  ALAD  FECH  GUSB  HMBS  HMOX1  UGT1A9  UGT1A4  UGT1A1  UGT1A3  PPOX  UROD  UROS
hsa04310,Wnt signaling pathway,5.19E-11,55,170,2.531695099,http://www.genome.jp/kegg-bin/show_pathway?hsa04310 , CREBBP  CSNK1E  CTNNB1  DVL1  EP300  DKK1  PLCB1  FRZB  INVS  GSK3B  APC  RSPO2  JUN  RHOA  LRP5  SMAD3  SMAD4  MMP7  MYC  NFATC1  ROR1  ROR2  SOST  LEF1  PPARD  RNF43  PPP3CA  PRKCA  PRKCG  MAPK8  MAPK9  MAPK10  PSEN1  RAC2  CCND1  SFRP1  SFRP2  SFRP4  SFRP5  MAP3K7  TCF7  TCF7L2  TP53  WNT1  WNT5A  WNT10B  WNT11  WNT10A  FOSL1  CAMK2A  CAMK2G  CCND2  BTRC  CCND3  ROCK2
hsa04972,Pancreatic secretion,3.82E-07,33,102,2.531695099,http://www.genome.jp/kegg-bin/show_pathway?hsa04972 , ADCY1  ADCY2  CFTR  ADCY7  CPA1  CPA3  CPB2  SLC26A3  PLCB1  AMY1A  GNAQ  GNAS  ITPR1  RHOA  ATP1A3  ATP1B1  ATP2A1  ATP2A2  ATP2A3  PLA2G1B  PLA2G2A  PNLIP  PRKCA  PRKCG  RAP1A  RYR2  SLC9A1  SLC12A2  TRPC1  CA2  CCK  CCKAR  CD38
hsa05010,Alzheimer disease,4.02E-22,122,384,2.486143767,http://www.genome.jp/kegg-bin/show_pathway?hsa05010 , PPIF  ADAM10  CDK5  TUBA1B  CHUK  COX4I1  COX8A  CSF1  CSNK1E  CTNNB1  CYBB  DVL1  EIF2S1  AKT1  AKT2  ERN1  ATF6  DKK1  PLCB1  BACE1  BACE2  GAPDH  NOX1  GNAQ  GRIN1  GRIN2A  GRIN2B  GRIN2C  SLC25A4  GRM5  GSK3B  PIK3R4  APAF1  APC  IDE  APOE  APP  FAS  IKBKB  IL1A  IL1B  IL6  INS  INSR  IRS1  ARAF  ITPR1  KIF5B  KRAS  LPL  LRP1  LRP5  MAP3K5  MME  MT-ATP6  MT-CO1  MT-CO2  MT-CYB  ATF4  NDUFA5  NDUFAB1  NFKB1  NOS1  ATP2A1  ATP2A2  ATP2A3  NRAS  NOX4  PIK3CA  PIK3R1  PIK3R2  CYCS  PPID  PPP3CA  PSENEN  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  EIF2AK2  PSEN1  PSEN2  PSMB5  PSMD1  PSMD3  RTN4  PSMD9  BAD  PTGS2  RAF1  RELA  SDHA  SDHB  SDHC  SNCA  BRAF  ADAM17  TNFRSF1A  TRAF2  UQCRC2  WNT1  WNT5A  WNT10B  WNT11  XBP1  WNT10A  CALML3  CAPN1  CASP3  CASP7  ULK1  CASP8  CASP9  PIK3R3  IKBKG  IRS2  BECN1  FADD  CDK5R1  EIF2AK3
hsa01210,2-Oxocarboxylic acid metabolism,0.034591342,6,19,2.471128231,http://www.genome.jp/kegg-bin/show_pathway?hsa01210 , CS  GPT  IDH1  IDH2  IDH3B  ACO1
hsa00430,Taurine and hypotaurine metabolism,0.055477842,5,16,2.445387312,http://www.genome.jp/kegg-bin/show_pathway?hsa00430 , FMO3  GAD1  GAD2  GGT1  CSAD
hsa05332,Graft-versus-host disease,0.002376456,13,42,2.422097909,http://www.genome.jp/kegg-bin/show_pathway?hsa05332 , GZMB  IFNG  FAS  IL1A  IL1B  IL2  FASLG  IL6  KLRC1  KLRD1  PRF1  CD28  CD80
hsa00830,Retinol metabolism,0.000117555,21,68,2.416618049,http://www.genome.jp/kegg-bin/show_pathway?hsa00830 , DHRS9  ADH1A  ADH1B  ADH1C  ADH4  ADH5  ADH7  CYP1A1  CYP1A2  CYP2A6  CYP2B6  CYP2C8  CYP2C9  CYP3A4  CYP3A5  ALDH1A1  UGT1A9  UGT1A4  UGT1A1  UGT1A3  HSD17B6
hsa04970,Salivary secretion,8.93E-06,28,91,2.407765969,http://www.genome.jp/kegg-bin/show_pathway?hsa04970 , ADCY2  ADCY7  ADRA1D  CST3  ADRA1A  ADRB2  ADRB3  PLCB1  AMY1A  GNAQ  GNAS  AQP5  ITPR1  KCNN4  LPO  MUC7  ATP1A3  ATP1B1  NOS1  PRKCA  PRKCG  PRKG1  SLC9A1  SLC12A2  VAMP2  MUC5B  CALML3  CAMP
hsa04330,Notch signaling pathway,0.00042239,18,59,2.387361172,http://www.genome.jp/kegg-bin/show_pathway?hsa04330 , CREBBP  JAG1  DVL1  EP300  HDAC1  HDAC2  HES1  NOTCH1  NOTCH2  NOTCH3  DLL4  PSENEN  PSEN1  PSEN2  ATXN1  ADAM17  NUMB  NCOR2
hsa03430,Mismatch repair,0.027647102,7,23,2.381594599,http://www.genome.jp/kegg-bin/show_pathway?hsa03430 , MLH1  MSH2  MSH3  PCNA  PMS2  POLD4  RFC1
hsa04340,Hedgehog signaling pathway,0.000656944,17,56,2.375519103,http://www.genome.jp/kegg-bin/show_pathway?hsa04340 , CSNK1D  CSNK1E  GRK2  GRK3  EVC  GLI1  GLI2  GSK3B  LRP2  CDON  CCND1  BCL2  HHIP  SHH  SMURF2  CCND2  BTRC
hsa00051,Fructose and mannose metabolism,0.008864522,10,33,2.371284666,http://www.genome.jp/kegg-bin/show_pathway?hsa00051 , FBP1  ALDOB  AKR1B1  HK2  PFKFB2  PFKFB3  PFKM  SORD  TPI1  HKDC1
hsa03410,Base excision repair,0.008864522,10,33,2.371284666,http://www.genome.jp/kegg-bin/show_pathway?hsa03410 , PARP1  HMGB1  APEX1  MPG  OGG1  PCNA  POLE3  POLB  POLD4  XRCC1
hsa00071,Fatty acid degradation,0.002975445,13,43,2.365770051,http://www.genome.jp/kegg-bin/show_pathway?hsa00071 , ADH1A  ADH1B  ADH1C  ADH4  ADH5  ADH7  CPT1A  ALDH2  ACSL4  HADH  ACADM  ALDH7A1  ACOX1
hsa00630,Glyoxylate and dicarboxylate metabolism,0.013947638,9,30,2.347571819,http://www.genome.jp/kegg-bin/show_pathway?hsa00630 , CS  DLD  AGXT  GLUL  PGP  MDH2  ACO1  ACSS2  CAT
hsa00100,Steroid biosynthesis,0.043558405,6,20,2.347571819,http://www.genome.jp/kegg-bin/show_pathway?hsa00100 , EBP  CYP24A1  CYP27B1  DHCR7  LBR  SOAT1
hsa00590,Arachidonic acid metabolism,0.000659865,18,61,2.309087036,http://www.genome.jp/kegg-bin/show_pathway?hsa00590 , CYP2B6  CYP2C19  CYP2C8  CYP2C9  CYP2E1  EPHX2  GGT1  GPX4  LTA4H  PLA2G1B  PLA2G2A  PLA2G4A  PTGDS  PTGS1  PTGS2  TBXAS1  PLA2G6  CBR1
hsa04145,Phagosome,1.38E-07,44,151,2.280202209,http://www.genome.jp/kegg-bin/show_pathway?hsa04145 , TUBA1B  CORO1A  COMP  CTSS  CYBA  CYBB  FCGR1A  FCGR2A  FCGR2B  FCGR3A  FCGR3B  PLA2R1  CD209  ITGA2  ITGA5  ITGAM  ITGB1  ITGB2  ITGB3  LAMP1  LAMP2  M6PR  MBL2  MPO  MRC1  NCF2  NOS1  OLR1  ACTB  SFTPD  CLEC7A  NCF1  SFTPA1  TFRC  THBS1  TLR2  TLR4  RAB7A  CALR  EEA1  CD14  VAMP3  CD36  SCARB1
hsa00052,Galactose metabolism,0.017135505,9,31,2.271843696,http://www.genome.jp/kegg-bin/show_pathway?hsa00052 , AKR1B1  GAA  GCK  GLA  HK2  LCT  PFKM  SI  HKDC1
hsa05310,Asthma,0.017135505,9,31,2.271843696,http://www.genome.jp/kegg-bin/show_pathway?hsa05310 , IL3  IL4  IL5  IL9  IL10  RNASE3  CCL11  EPX  CD40
hsa04530,Tight junction,9.10E-08,48,169,2.222553202,http://www.genome.jp/kegg-bin/show_pathway?hsa04530 , ACTR2  CDK4  TUBA1B  CFTR  SYNPO  CLDN4  CLDN3  MYL6B  ERBB2  NEDD4L  ITGB1  JUN  RHOA  MAP3K5  MSN  MYH9  MYL2  NF2  F11R  PARD6A  PCNA  PPP2CA  PRKAA1  PRKAA2  PRKCZ  MAPK8  MAPK9  MAPK10  CGN  RAP1A  CCND1  ACTB  ROCK1  SRC  STK11  CLDN5  WAS  MYH14  RUNX1  CLDN2  CLDN1  CD1A  CD1B  CD1C  CD1D  ARHGEF2  TJP2  ROCK2
hsa00270,Cysteine and methionine metabolism,0.00444591,14,50,2.191067031,http://www.genome.jp/kegg-bin/show_pathway?hsa00270 , CTH  DNMT1  DNMT3A  DNMT3B  AHCY  AMD1  PHGDH  GCLC  GCLM  LDHC  MDH2  MTAP  TAT  TST
hsa04975,Fat digestion and absorption,0.00858498,12,43,2.183787739,http://www.genome.jp/kegg-bin/show_pathway?hsa04975 , ABCA1  FABP1  APOA1  APOA4  APOB  MTTP  PLA2G1B  PLA2G2A  PNLIP  DGAT2  PLPP1  CD36
hsa00983,Drug metabolism-other enzymes,0.000410272,22,79,2.179180592,http://www.genome.jp/kegg-bin/show_pathway?hsa00983 , CYP2A6  CYP2E1  CYP3A4  GSTA1  GSTM1  GSTM3  GSTP1  GUSB  HPRT1  ITPA  MPO  NME1  NME2  UGT1A9  UGT1A4  UGT1A1  UGT1A3  RRM1  TK1  TK2  XDH  GMPS
hsa00500,Starch and sucrose metabolism,0.016703717,10,36,2.173677611,http://www.genome.jp/kegg-bin/show_pathway?hsa00500 , AGL  GAA  GCK  AMY1A  GYS1  HK2  ENPP1  PYGM  SI  HKDC1
hsa04392,Hippo signaling pathway-multiple species,0.032910142,8,29,2.158686731,http://www.genome.jp/kegg-bin/show_pathway?hsa04392 , YAP1  RASSF1  CSNK1E  WWTR1  NF2  PAK1  SAV1  TEAD4
hsa05032,Morphine addiction,0.000209749,25,91,2.149791043,http://www.genome.jp/kegg-bin/show_pathway?hsa05032 , ADCY1  ADCY2  ADCY7  SLC32A1  GRK2  GRK3  DRD1  GABRE  GNAI3  GNAO1  GNAS  GRK5  GRK6  KCNJ3  KCNJ5  KCNJ6  OPRM1  PDE3B  PDE4A  PDE4B  PDE4D  PDE7A  PRKCA  PRKCG  CACNA1A
hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.186613895,3,11,2.134156199,http://www.genome.jp/kegg-bin/show_pathway?hsa00130 , NQO1  HPD  TAT
hsa04978,Mineral absorption,0.004067032,16,60,2.086730506,http://www.genome.jp/kegg-bin/show_pathway?hsa04978 , SLC26A9  TRPM6  SLC34A3  SLC26A3  FTH1  FTL  HMOX1  MT1A  MT2A  ATP1A3  ATP1B1  TRPM7  SLC5A1  SLC34A1  TF  VDR
hsa04961,Endocrine and other factor-regulated calcium reabsorption,0.007760324,14,53,2.067044369,http://www.genome.jp/kegg-bin/show_pathway?hsa04961 , ESR1  PLCB1  DNM3  GNAQ  GNAS  KLK1  ATP1A3  ATP1B1  PRKCA  PRKCG  PTH  PTH1R  BDKRB2  VDR
hsa00531,Glycosaminoglycan degradation,0.103710335,5,19,2.059273526,http://www.genome.jp/kegg-bin/show_pathway?hsa00531 , GALNS  GUSB  HEXA  IDUA  NAGLU
hsa04727,GABAergic synapse,0.000945282,23,89,2.022252878,http://www.genome.jp/kegg-bin/show_pathway?hsa04727 , ADCY1  ADCY2  ADCY7  SLC32A1  ABAT  GABRE  GAD1  GAD2  GLS2  GLS  GLUL  GNAI3  GNAO1  KCNJ6  SLC38A2  PRKCA  PRKCG  SLC12A5  SLC6A1  SLC6A11  SLC6A12  SRC  CACNA1A
hsa04721,Synaptic vesicle cycle,0.002259323,20,78,2.006471641,http://www.genome.jp/kegg-bin/show_pathway?hsa04721 , SLC32A1  STX2  SLC17A8  DNM3  SLC17A7  SLC17A6  SLC1A1  SLC1A2  SLC1A3  SLC6A1  SLC6A2  SLC6A4  SLC6A11  SLC6A12  SLC18A2  SNAP25  VAMP2  SYT1  CACNA1A  NAPA
hsa05016,Huntington disease,2.13E-09,78,306,1.994668866,http://www.genome.jp/kegg-bin/show_pathway?hsa05016 , PPIF  TUBA1B  PPARGC1A  COX4I1  COX8A  CREB1  CREBBP  DLG4  DNAH5  DNAH9  EP300  ERN1  PLCB1  DNAI1  BBC3  GNAQ  GPX1  GPX2  GPX3  GRIA1  GRIA2  GRIA3  GRIA4  GRIN1  GRIN2B  SLC25A4  GRM5  HTT  HDAC1  HDAC2  PIK3R4  HIP1  APAF1  ITPR1  KCNJ10  KIF5B  MAP3K5  MT-ATP6  MT-CO1  MT-CO2  MT-CYB  NDUFA5  NDUFAB1  NRF1  CYCS  PPARG  MAPK8  MAPK9  MAPK10  PSMB5  PSMD1  PSMD3  PSMD9  BAX  REST  BDNF  SDHA  SDHB  SDHC  SLC1A2  SLC1A3  SOD1  SOD2  SP1  TFAM  TGM2  TP53  TRAF2  UCP1  UQCRC2  DNALI1  CASP3  ULK1  CASP8  CASP9  DCTN5  BECN1  TBPL1
hsa00230,Purine metabolism,0.000193678,32,128,1.95630985,http://www.genome.jp/kegg-bin/show_pathway?hsa00230 , ADCY1  ADCY2  ADCY7  ADK  ADSL  DCK  DGUOK  FHIT  AMPD3  GUCY2D  HPRT1  APRT  ITPA  ATIC  NME1  NME2  NPR1  NT5E  PDE3B  PDE4A  PDE4B  PDE4D  PDE7A  ENPP1  ADCY10  ALLC  RRM1  XDH  NT5C1A  PDE5A  GMPS  ENTPD1
hsa00760,Nicotinate and nicotinamide metabolism,0.043124709,9,36,1.95630985,http://www.genome.jp/kegg-bin/show_pathway?hsa00760 , NAMPT  SIRT5  SIRT3  SIRT1  NNMT  NT5E  SIRT6  ENPP1  NT5C1A
hsa00640,Propanoate metabolism,0.055477842,8,32,1.95630985,http://www.genome.jp/kegg-bin/show_pathway?hsa00640 , DLD  ABAT  LDHC  ACOX1  ACSS2  BCKDHB  SUCLG2  SUCLG1
hsa05012,Parkinson disease,1.13E-07,66,266,1.941600753,http://www.genome.jp/kegg-bin/show_pathway?hsa05012 , PPIF  TUBA1B  PARK7  LRRK2  COX4I1  ADORA2A  COX8A  DRD1  DRD2  DUSP1  EIF2S1  ERN1  ATF6  GNAI3  GNAS  SLC25A4  APAF1  HSPA5  ITPR1  KIF5B  MAOA  MAOB  MAP3K5  MT-ATP6  MT-CO1  MT-CO2  MT-CYB  ATF4  NDUFA5  NDUFAB1  NFE2L2  PRKN  PLCG1  CYCS  MFN1  MAPK8  MAPK9  MAPK10  PSMB5  PSMD1  PSMD3  PSMD9  BAX  BCL2L1  RPS27A  SDHA  SDHB  SDHC  PINK1  SLC18A2  SNCA  SOD1  TH  TP53  TXN  UBE2G2  UCHL1  UQCRC2  XBP1  CALML3  CAMK2A  CAMK2G  CASP3  CASP9  EIF2AK3  KEAP1
hsa05034,Alcoholism,1.05E-05,46,186,1.93527426,http://www.genome.jp/kegg-bin/show_pathway?hsa05034 , CAMKK2  ADORA2A  ADORA2B  CREB1  ATF2  CRH  DDC  DRD1  DRD2  FOSB  SHC2  GNAI3  GNAO1  GNAS  GRB2  GRIN1  GRIN2A  GRIN2B  GRIN2C  HDAC1  HDAC2  ARAF  KRAS  MAOA  MAOB  ATF4  NPY  NRAS  NTRK2  PDYN  PPP1CA  MAPK1  MAPK3  MAP2K1  RAF1  BDNF  SHC1  SLC18A2  SOS1  BRAF  TH  CALML3  CAMK4  PPP1R1B  HDAC3  HDAC9
hsa01232,Nucleotide metabolism,0.002836293,21,85,1.93329444,http://www.genome.jp/kegg-bin/show_pathway?hsa01232 , ADK  ADSL  DCK  DGUOK  AMPD3  HPRT1  APRT  ITPA  NME1  NME2  NT5E  ENPP1  RRM1  TK1  TK2  TYMS  XDH  NT5C1A  GMPS  ENTPD1  GDA
hsa04714,Thermogenesis,1.13E-06,57,232,1.922580369,http://www.genome.jp/kegg-bin/show_pathway?hsa04714 , ADCY1  ADCY2  PPARGC1A  ADCY7  CNR1  COX4I1  COX8A  CPT1A  CREB1  ATF2  MAPK14  KLB  ADRB3  ACSL4  FGFR1  FGF21  GCG  GNAS  GRB2  KRAS  LIPE  MAP3K5  MT-ATP6  MT-CO1  MT-CO2  MT-CYB  NDUFA5  NDUFAB1  NPPA  NPPB  NPR1  NRAS  SIRT6  PPARG  PRKAA1  PRKAA2  ADCY10  PRKG1  MAPK11  MAP2K3  PNPLA2  ACTB  RPS6KB1  SDHA  SDHB  SDHC  PRDM16  BMP8B  SMARCA2  SMARCA4  SOS1  TSC1  TSC2  UCP1  UQCRC2  SLC25A20  ARID1A
hsa01212,Fatty acid metabolism,0.01476053,14,57,1.921988624,http://www.genome.jp/kegg-bin/show_pathway?hsa01212 , CPT1A  ACSL4  FASN  MCAT  HADH  ACADM  FADS1  ACOX1  PPT1  ELOVL5  SCD  SCP2  SCD5  FADS2
hsa05020,Prion disease,1.38E-07,67,273,1.920479999,http://www.genome.jp/kegg-bin/show_pathway?hsa05020 , PPIF  TUBA1B  COX4I1  COX8A  CREB1  ATF2  MAPK14  CYBA  CYBB  EGR1  EIF2S1  GRIN1  GRIN2A  GRIN2B  GRIN2C  SLC25A4  GSK3B  APAF1  HSPA5  HSPA8  IL1A  IL1B  IL6  ITPR1  KIF5B  MT-ATP6  MT-CO1  MT-CO2  MT-CYB  ATF4  NCAM1  NCF2  NDUFA5  NDUFAB1  NOTCH1  PIK3CA  PIK3R1  PIK3R2  CYCS  PPP3CA  MAPK1  MAPK3  MAPK8  MAPK11  MAPK9  MAPK10  PRNP  PSMB5  PSMD1  PSMD3  PSMD9  BAD  BAX  RAC2  RYR1  RYR2  SDHA  SDHB  SDHC  NCF1  SOD1  UQCRC2  CASP3  CASP9  PIK3R3  CAV1  EIF2AK3
hsa00600,Sphingolipid metabolism,0.018617866,13,53,1.919398343,http://www.genome.jp/kegg-bin/show_pathway?hsa00600 , NEU3  SGMS2  GLA  HEXA  PSAP  ASAH2  SMPD1  SMPD2  UGT8  DEGS1  PLPP1  SPHK1  GAL3ST1
hsa05014,Amyotrophic lateral sclerosis,1.46E-09,89,364,1.913314029,http://www.genome.jp/kegg-bin/show_pathway?hsa05014 , HDAC6  TUBA1B  TOMM40  COX4I1  COX8A  MAPK14  DNAH5  DNAH9  EIF2S1  ERBB4  ERN1  ATF6  SETX  TARDBP  FUS  DNAI1  ANG  GPX1  GPX2  GPX3  GRIA1  GRIA2  GRIN1  GRIN2A  GRIN2B  GRIN2C  TBK1  NRG1  PIK3R4  APAF1  HNRNPA1  HSPA5  KIF5B  MAP3K5  MT-ATP6  MT-CO1  MT-CO2  MT-CYB  ATF4  NDUFA5  NDUFAB1  NEFM  NEFL  NOS1  NUP98  PRKN  PFN1  CYCS  PPP3CA  MAPK11  MAP2K3  MAP2K6  PSMB5  PSMD1  PSMD3  PSMD9  BAD  ALS2  BAX  BCL2  BCL2L1  ACTB  SDHA  SDHB  SDHC  PINK1  SLC1A2  SOD1  TNFRSF1A  TNFRSF1B  TP53  TPR  TRAF2  UQCRC2  XBP1  DNALI1  DERL1  NUP214  MAP1LC3B  CASP1  CASP3  ULK1  CASP9  DCTN5  MAP1LC3A  CAT  BECN1  EIF2AK3  FIG4
hsa02010,ABC transporters,0.030656149,11,45,1.912836297,http://www.genome.jp/kegg-bin/show_pathway?hsa02010 , CFTR  ABCB8  ABCC2  ABCA1  ABCA3  ABCA4  ABCB1  ABCB4  ABCC8  ABCC3  ABCG2
hsa04114,Oocyte meiosis,0.000301673,32,131,1.911508861,http://www.genome.jp/kegg-bin/show_pathway?hsa04114 , CDK2  MAD2L2  ADCY1  ADCY2  YWHAQ  ADCY7  MAPK14  IGF1  IGF1R  INS  AR  ITPR1  PGR  PLK1  PPP1CA  PPP2CA  PPP3CA  MAPK1  MAPK3  MAPK11  MAP2K1  AURKA  BUB1  CALML3  CAMK2A  CAMK2G  SMC1A  CCNB1  BTRC  SMC3  CCNB2  CDK1
hsa04723,Retrograde endocannabinoid signaling,0.000141266,36,148,1.90343661,http://www.genome.jp/kegg-bin/show_pathway?hsa04723 , ADCY1  ADCY2  ADCY7  CNR1  SLC32A1  MAPK14  FAAH  PLCB1  SLC17A8  GABRE  GNAI3  GNAO1  GNAQ  GRIA1  GRIA2  GRIA3  GRIA4  GRM5  ITPR1  KCNJ3  KCNJ5  KCNJ6  NDUFA5  NDUFAB1  PRKCA  PRKCG  MAPK1  MAPK3  MAPK8  MAPK11  MAPK9  MAPK10  SLC17A7  SLC17A6  PTGS2  CACNA1A
hsa04142,Lysosome,0.000348542,32,132,1.897027733,http://www.genome.jp/kegg-bin/show_pathway?hsa04142 , TPP1  AP1S3  CTSD  CTSE  CTSG  CTSK  CTSS  CTSZ  AGA  DNASE2  GAA  GALNS  SLC17A5  LAMP3  GLA  GUSB  HEXA  IDUA  LAMP1  LAMP2  M6PR  NAGLU  NPC1  ACP5  CTSA  PPT1  LGMN  PSAP  SLC11A1  SMPD1  CD63  CD68
hsa04130,SNARE interactions in vesicular transport,0.06460647,8,33,1.897027733,http://www.genome.jp/kegg-bin/show_pathway?hsa04130 , VTI1B  VTI1A  STX2  STX4  VAMP2  VAMP8  SNAP23  VAMP3
hsa03250,Viral life cycle-HIV-1,0.013525733,15,62,1.89320308,http://www.genome.jp/kegg-bin/show_pathway?hsa03250 , PSIP1  CCR5  CREBBP  EP300  SAMHD1  MX1  MX2  FURIN  PPIA  BST2  TSG101  XPO1  CXCR4  CD4  APOBEC3B
hsa03420,Nucleotide excision repair,0.035377034,11,46,1.8712529,http://www.genome.jp/kegg-bin/show_pathway?hsa03420 , ERCC8  DDB1  DDB2  ERCC1  ERCC2  PCNA  POLE3  POLD4  RFC1  XPA  XPC
hsa00120,Primary bile acid biosynthesis,0.192092627,4,17,1.8412328,http://www.genome.jp/kegg-bin/show_pathway?hsa00120 , CYP7A1  CYP8B1  CYP27A1  SCP2
hsa00053,Ascorbate and aldarate metabolism,0.097280625,7,30,1.825889193,http://www.genome.jp/kegg-bin/show_pathway?hsa00053 , ALDH2  GUSB  ALDH7A1  UGT1A9  UGT1A4  UGT1A1  UGT1A3
hsa01100,Metabolic pathways,6.74E-31,357,1538,1.81639172,http://www.genome.jp/kegg-bin/show_pathway?hsa01100 , ADA  NAMPT  DHRS9  COQ7  GPHN  CBS  AKR1A1  PEMT  EBP  ADCY1  ADCY2  NEU3  HPSE  LIAS  CHIT1  TREH  CHKA  ADCY7  CKB  CKM  TPH2  ADH1A  ADH1B  ADH1C  B3GALT6  ADH4  ADH5  ADH7  COMT  ADK  COX4I1  COX8A  CPOX  CPS1  CS  CTH  AANAT  CYP1A1  CYP1A2  CYP2A6  CYP2B6  CYP2C19  CYP2C8  CYP2C9  CYP2E1  CYP3A4  CYP3A5  ADSL  CYP7A1  CYP8B1  CYP11B1  CYP11B2  CYP17A1  CYP19A1  CYP24A1  CYP27A1  CYP27B1  DGKQ  DBH  DCK  DCT  DDC  SGMS2  DGUOK  DHCR7  DHFR  NQO1  DLAT  DLD  AGL  DNMT1  DNMT3A  DNMT3B  ABAT  AGXT  AHCY  ENO1  ENO2  EPHX2  ESD  ALAD  EZH2  ALDH1A1  ALDH2  ALDH3A1  ACSL4  FASN  FBP1  FECH  FHIT  ALDOB  AKR1B1  LPIN1  PLCB1  FMO3  SIRT5  SIRT3  SIRT1  ALPI  ALPL  ALPP  FUT1  FUT2  FUT3  FUT4  G6PD  GAA  GAD1  GAD2  GALNS  GALNT3  GAMT  GAPDH  AMD1  PHGDH  GATM  GCH1  GCK  GCNT1  GFPT1  GGT1  B3GAT1  ST6GALNAC4  GK  GLS2  GLA  AMPD3  GCLC  GCLM  MCAT  GLO1  GLS  GLUD1  GLUL  AMY1A  GPLD1  PGP  GPT  GPX1  GPX2  GPX3  GPX4  ANPEP  SETD2  GSR  GSTA1  GSTM1  GSTM3  GSTP1  GUSB  GYS1  GUCY2D  HAGH  HADH  HAL  HDC  HEXA  HK2  HMBS  HMGCR  HMGCS1  HMGCS2  HMOX1  HPD  HPRT1  HSD3B1  HSD11B1  ACADM  IDH1  IDH2  IDH3B  IDUA  APRT  INPP5A  INPPL1  ITPA  IVD  ARG1  LBR  LCT  LDHC  LIPC  FADS1  LTA4H  STS  MAOA  MAOB  MDH2  ME1  MGAT1  MGAT3  MGAT5  ASPA  ASS1  MTAP  MT-ATP6  MT-CO1  MT-CO2  MT-CYB  NAGLU  NDUFA5  ACLY  NDUFAB1  ATIC  ACO1  NME1  NME2  NNMT  NOS1  NOS3  NPR1  NT5E  CHAC2  OAT  ATP4A  OCRL  ODC1  OGDH  OTC  ALDH7A1  P4HA1  PAFAH1B1  PAH  PC  ACOX1  LAP3  CSAD  PDE3B  PDE4A  PDE4B  PDE4D  PDE7A  SIRT6  PDHA1  PDHB  ENPP1  PFKFB2  PFKFB3  PFKM  PGAM2  PGD  PGK1  PGM3  PIGA  PIK3CA  PIK3CG  PKM  PLA2G1B  PLA2G2A  PLA2G4A  PLCG1  PLCG2  PLD1  PLD2  PLOD1  ACP5  PNLIP  PNMT  CYCS  UGT1A9  UGT1A4  UGT1A1  UGT1A3  PPOX  PPT1  POMGNT1  ADCY10  ALLC  ACSS2  ASAH2  CHPT1  PNPLA2  PSPH  PTGDS  PTGS1  PTGS2  PYGM  BCKDHB  RENBP  ELOVL5  RRM1  SAT1  SCD  SCP2  SDHA  SDHB  SDHC  PRDM16  ACOT1  SI  IPPK  ST6GAL1  ST3GAL2  ST3GAL3  SMPD1  SMPD2  SORD  BPGM  SRD5A1  SUV39H1  TAT  TBXAS1  TH  TK1  TK2  TKT  TPH1  TPI1  TST  TYMS  TYR  TYRP1  UGT8  UQCRC2  UROD  UROS  XDH  CA1  CA2  CA3  CA4  SCD5  HKDC1  PNPLA3  PDHX  SETDB2  PLA2G6  NT5C1A  DGAT2  CAT  POMGNT2  DEGS1  KMO  PLPP1  HSD17B6  AOC3  PDE5A  CBR1  SUCLG2  SUCLG1  GMPS  SPHK1  KYNU  SLC33A1  KL  GRHPR  FADS2  GGPS1  ACY1  GAL3ST1  CD38  ENTPD1  PTGES  H6PD  GDA  CDA  FIG4
hsa00040,Pentose and glucuronate interconversions,0.086926776,8,35,1.788626148,http://www.genome.jp/kegg-bin/show_pathway?hsa00040 , AKR1B1  GUSB  UGT1A9  UGT1A4  UGT1A1  UGT1A3  SORD  KL
hsa04962,Vasopressin-regulated water reabsorption,0.05940575,10,44,1.7784635,http://www.genome.jp/kegg-bin/show_pathway?hsa04962 , CREB1  GNAS  AQP2  AQP3  AQP4  AVP  AVPR2  STX4  VAMP2  DCTN5
hsa00561,Glycerolipid metabolism,0.029578087,14,62,1.766989542,http://www.genome.jp/kegg-bin/show_pathway?hsa00561 , DGKQ  ALDH2  AKR1B1  LPIN1  GK  GLA  LIPC  LPL  ALDH7A1  PNLIP  PNPLA2  PNPLA3  DGAT2  PLPP1
hsa00410,beta-Alanine metabolism,0.111639482,7,31,1.766989542,http://www.genome.jp/kegg-bin/show_pathway?hsa00410 , ALDH2  ALDH3A1  GAD1  GAD2  ALDH7A1  ACOX1  CSAD
hsa00650,Butanoate metabolism,0.145388769,6,27,1.738942088,http://www.genome.jp/kegg-bin/show_pathway?hsa00650 , ABAT  GAD1  GAD2  HADH  HMGCS1  HMGCS2
